Upc,Department,qty,cents,incltaxes,inclfees,Name,size,ebt,byweight,"Fee Multiplier",cost_qty,cost_cents,variable_price,addstock,setstock,pack_name,pack_qty,pack_upc,unit_upc,unit_count,is_oneclick,oc_color,oc_border_color,oc_text_color,oc_fixedpos,oc_page,oc_key,oc_relpos
"=""082000807117""","Liquor ",1,5999,n,n,"Bullet 95 rye",750ml,,n,1,0,0,n,,"=""1""",,,,,0,n,,,,,,,
"=""082000807247""","Liquor ",1,2799,n,n,"crown royal",750ml,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082000807629""","Liquor ",1,4799,n,n,"Bulleit 95 rye",750ml,,n,1,0,0,n,,"=""11""",,,,,0,n,,,,,,,
"=""082000807742""","Liquor ",1,80000,n,n,"Crown royal 31 years",750ml,,n,1,0,0,n,,"=""1""",,,,,0,n,,,,,,,
"=""082000807971""","Liquor ",1,2499,n,n,"Crown royal whiskey sour",750ml,,n,1,0,0,n,,"=""5""",,,,,0,n,,,,,,,
"=""082000808626""","Liquor ",1,2799,n,n,"Captain morgan",1.75l,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082000808633""","Liquor ",1,5699,n,n,"Bulleit biurbon frontier","=""750""",,n,1,0,0,n,,"=""10""",,,,,0,n,,,,,,,
"=""082000808855""","Liquor ",1,1799,n,n,"Captain morgan sweet chili lime",750ml,,n,1,0,0,n,,"=""11""",,,,,0,n,,,,,,,
"=""082000809098""",Beer,1,1999,n,n,"Smirnoff ice sunny days","12pk 12oz",,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082000809111""",Beer,1,1099,n,n,"Smirnoff ice orange cream pop","6pk 12oz",,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082000809531""","Liquor ",1,1799,n,n,"Crown royal blackberry",375ml,,n,1,0,0,n,,"=""13""",,,,,0,n,,,,,,,
"=""082000809616""","Liquor ",1,4299,n,n,"Crown royal marquis blended candian whiskey",750ml,,n,1,0,0,n,,"=""6""",,,,,0,n,,,,,,,
"=""082000809791""","Liquor ",1,5099,n,n,"Crown royal reserve 12 years",750ml,,n,1,0,0,n,,"=""-1""",,,,,0,n,,,,,,,
"=""082000809838""","Liquor ",1,1299,n,n,"Kettle 1 lemon drop",375ml,,n,1,1,0,n,,"=""11""",,,,,,n,,,,,,,
"=""082000810506""","Liquor ",1,2099,n,n,"captain morgan crew pack ",20pk,,n,1,1,0,n,,"=""6""",,,,,,n,,,,,,,
"=""082000810841""","Liquor ",1,4999,n,n,"Bulleit bourbon mesquite smoke malt",750ml,,n,1,0,0,n,,"=""12""",,,,,0,n,,,,,,,
"=""082000811053""","Liquor ",1,2999,n,n,"Crown royal chocolate",750ml,,n,1,0,0,n,,"=""2""",,,,,0,n,,,,,,,
"=""082000811374""","Liquor ",1,1999,n,n,"Casamigos margaritas",8pk,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082000811435""","Liquor ",1,1299,n,n,"Smirnoff electric guava",750ml,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082000812098""","Liquor ",1,1299,n,n,"Casamigos lime margarita",375ml,,n,1,0,0,n,,"=""12""",,,,,0,n,,,,,,,
"=""082000812104""","Liquor ",1,1299,n,n,"Casamigos spicy margarita",375ml,,n,1,0,0,n,,"=""12""",,,,,0,n,,,,,,,
"=""082000812296""","Liquor ",1,2999,n,n,"Aviatiion cranberry & blood orange",750ml,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082000814368""",Beer,1,399,n,n,"SMIRNOFF ICE SMASH STRAWBERRY & PASSIONFRUIT",24oz,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082054132227""",Beer,1,1099,n,n,WARSTEINER4PK,4pk,,n,1,1,0,n,,"=""2""",,,,,,n,,,,,,,
"=""082054595718""",Beer,1,999,n,n,"Warsteiner dunkel",4pk,,n,1,0,0,n,,"=""3""",,,,,,n,,,,,,,
"=""082056555680""",Tabbocco,1,999,n,n,Fliq,,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082056555741""",Tabbocco,1,999,n,n,Fliq,,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082056555765""",Tabbocco,1,999,n,n,Fliq,,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082100000968""","Liquor ",1,1099,n,n,"J. Roget Brut:Champagne","750.00 ML",,n,1,1,0,n,,"=""9""",,,,,,n,,,,,,,
"=""082100001248""","Liquor ",1,399,n,n,"j. roget champagne 175 ml",,,n,1,1,0,n,,"=""24""",,,,,0,n,,,,,,,
"=""082100003068""","Liquor ",1,599,n,n,"Richards Wild Irish Rose:Grape - Wild Fruit","750.00 ML",,n,1,1,0,n,,"=""8""",,,,,,n,,,,,,,
"=""082100008001""","Liquor ",1,599,n,n,"Richards Wild Irish Rose:Grape - Red","750.00 ML",,n,1,1,0,n,,"=""3""",,,,,,n,,,,,,,
"=""082100179015""",Wine,1,499,n,n,"Arbor Mist:Peach Chardonnay","750.00 ML",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082100179022""","Liquor ",1,499,n,n,"Arbor Mist:Exotic Fruits - White Zinfandel","750.00 ML",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082100179039""",Wine,1,499,n,n,"Arbor Mist Strawberry - White Zinfandel","750.00 ML",,n,1,1,0,n,,"=""-11""",,,,,,n,,,,,,,
"=""082100179060""",Wine,1,999,n,n,"Arbor Mist:Exotic Fruits - White Zinfandel","1.50 LT",,n,1,1,0,n,,"=""-2""",,,,,0,n,,,,,,,
"=""082100179237""","Liquor ",1,499,n,n,"Arbor Mist:Blackberry Merlot","750.00 ML",,n,1,1,0,n,,"=""-1""",,,,,0,n,,,,,,,
"=""082100179244""",Wine,1,999,n,n,"Arbor Mist:Blackberry Merlot","1.50 LT",,n,1,1,0,n,,"=""-1""",,,,,,n,,,,,,,
"=""082100179329""",Wine,1,499,n,n,"Arbor Mist:Island Fruits - Pinot Grigio","750.00 ML",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082100179336""",Wine,1,999,n,n,"Arbor Mist:Island Fruits - Pinot Grigio","1.50 LT",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082100737864""",Wine,1,399,n,n,"Vendange:White Zinfandel","500.00 ML",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082100738366""",Wine,1,999,n,n,Bluefeld:Riesling,"750.00 ML",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082100738397""",Wine,1,1899,n,n,"BLACK BOX SAUV 3 LT","3 L",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082100738465""",Wine,1,1899,n,n,"Black Box:Malbec","3.00 LT",,n,1,1,0,n,,"=""-7""",,,,,0,n,,,,,,,
"=""082100738533""",Wine,1,1599,n,n,"Dreaming Tree Crush:Red Wine Blend","750.00 ML",,n,1,1,0,n,,"=""1""",,,,,,n,,,,,,,
"=""082100738564""",Wine,1,499,n,n,"Arbor Mist Moscato Mango Strawberry","750 ml",,n,1,1,0,n,,"=""-6""",,,,,,n,,,,,,,
"=""082100738571""",Wine,1,999,n,n,"Arbor Mist Moscato Mango Strawberry","1.5 L",,n,1,1,0,n,,"=""2""",,,,,0,n,,,,,,,
"=""082100738762""",Wine,1,999,n,n,"Arbor Mist Pink Moscato Rasberry","1.5 Qt",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082100739097""","Liquor ",1,499,n,n,"ARBOR MIST MOSCATO","750 ML",,n,1,1,0,n,,"=""2""",,,,,,n,,,,,,,
"=""082100739103""","Liquor ",1,999,n,n,"Arbor Mist Peach","1.5 L",,n,1,1,0,n,,"=""2""",,,,,0,n,,,,,,,
"=""082100739110""",Wine,1,499,n,n,"Arbot Mist Red Moscato Cherry",750ml,,n,1,1,0,n,,"=""2""",,,,,,n,,,,,,,
"=""082100739127""",Wine,1,999,n,n,"Arbot Mist Red Moscato Cherry","1.5 l",,n,1,1,0,n,,"=""-3""",,,,,,n,,,,,,,
"=""082100739325""",Wine,1,499,n,n,"Arbor Mist Pink moscato Pineapple Strawberry","750 M",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082100739332""",Wine,1,999,n,n,"Arbor mist Pineapple Strawberry","1.75 L",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082100783205""","Liquor ",1,16799,n,n,"Casa noble tequila anejo",750ml,,n,1,0,0,n,,"=""1""",,,,,0,n,,,,,,,
"=""082184000052""","Liquor ",1,249,n,n,"Jack Daniel's Whisky",50ml,,n,1,0,0,n,,"=""13""",,,,,,n,,,,,,,
"=""082184000335""","Liquor ",1,2299,n,n,"Jack Daniel's Tennesse Honey",750ml,,n,1,1,0,n,,"=""-345""",,,,,,n,,,,,,,
"=""082184000342""","Liquor ",1,1399,n,n,"Jack Daniel's Honey","375 ml",,n,1,1,0,n,,"=""-375""",,,,,,n,,,,,,,
"=""082184000359""","Liquor ",1,249,n,n,"Jack Daniel's Tennessee Honey 50ml",50ml,,n,1,0,0,n,,"=""-86""",,,,,,n,,,,,,,
"=""082184000618""","Liquor ",1,4899,n,n,"Jack Daniel's Honey","1.75 L",,n,1,1,0,n,,"=""-16""",,,,,,n,,,,,,,
"=""082184000625""","Liquor ",1,699,n,n,"Jack Daniel's Tennesse Honey",200ml,,n,1,1,0,n,,"=""-333""",,,,,,n,,,,,,,
"=""082184000632""","Liquor ",1,399,n,n,"Jack daniels Tennesse honey",`100ml,,n,1,1,0,n,,"=""28""",,,,,0,n,,,,,,,
"=""082184000915""",Beer,1,259,n,n,"Jack Daniels Watermelon","16 oz",,n,1,1,0,n,,"=""-44""",,,,,0,n,,,,,,,
"=""082184001165""","Liquor ",1,3799,n,n,"Jack Daniel's Fire  1L","=""1.75""",,n,1,1,0,n,,"=""1""",,,,,0,n,,,,,,,
"=""082184001172""","Liquor ",1,2299,n,n,"Jack Daniel's Tenn fire cinnamon spice","750 ml",,n,1,1,0,n,,"=""-107""",,,,,,n,,,,,,,
"=""082184001189""","Liquor ",1,249,n,n,"Jack Daniel's Cinnamon spice Tennessee Fire 50ml",50ml,,n,1,0,0,n,,"=""58""",,,,,,n,,,,,,,
"=""082184001219""","Liquor ",1,4899,n,n,"JACK DANIELS TENN FIRE",1.75L,,n,1,1,0,n,,"=""-9""",,,,,,n,,,,,,,
"=""082184001530""","Liquor ",1,399,n,n,"jack daniels tn fire","=""1""",,n,1,1,0,n,,"=""28""",,,,,0,n,,,,,,,
"=""082184001554""","Liquor ",1,699,n,n,"Jack Daniel's Fire","200 ml",,n,1,1,0,n,,"=""-258""",,,,,,n,,,,,,,
"=""082184001561""","Liquor ",1,1399,n,n,"Jack Daniel's Fire","375 ml",,n,1,1,0,n,,"=""-100""",,,,,,n,,,,,,,
"=""082184001608""","Liquor ",1,11999,n,n,"JACK DANIELS 750ML",,,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082184002094""","Liquor ",1,4299,n,n,"JACK DANIEL'S SINGLE BARREL RYE","750 ML",,n,1,1,0,n,,"=""6""",,,,,,n,,,,,,,
"=""082184002100""","Liquor ",1,6499,n,n,"JACK DANIEL'S BARREL PROOF","750 ML",,n,1,1,0,n,,"=""-13""",,,,,0,n,,,,,,,
"=""082184003091""",Beer,1,259,n,n,"Jack Daniel'S Peach",16floz,,n,1,1,0,n,,"=""1""",,,,,0,n,,,,,,,
"=""082184003473""","Liquor ",1,249,n,n,"Jack Daniel's Rye Tennessee Straight Rye Whiskey 50ml",50ml,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082184003794""","Liquor ",1,1399,n,n,"Jack Daniels RYE 375ml",375ml,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082184004333""",Beer,1,399,n,n,"Jack daniels southern peach",23.5floz,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082184004364""","Liquor ",1,3799,n,n,"Jack daniels apple",1.75l,,n,1,0,0,n,,"=""1""",,,,,0,n,,,,,,,
"=""082184004371""","Liquor ",1,2299,n,n,"Jack Daniels Apple",750ml,,n,1,1,0,n,,"=""-88""",,,,,,n,,,,,,,
"=""082184004388""","Liquor ",1,1399,n,n,"JACK DANIELS APPLE",375ml,,n,1,1,0,n,,"=""-109""",,,,,,n,,,,,,,
"=""082184004395""","Liquor ",1,249,n,n,"Jack Daniel's Tennessee Apple 50ml",50ml,,n,1,0,0,n,,"=""-316""",,,,,,n,,,,,,,
"=""082184005583""","Liquor ",1,4899,n,n,Jack,1.75L,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082184005934""","Liquor ",1,3999,n,n,"Jack daniels bonded",750ml,,n,1,0,0,n,,"=""-31""",,,,,0,n,,,,,,,
"=""082184005941""","Liquor ",1,6999,n,n,"Jack daniels triple mash",750ml,,n,1,0,0,n,,"=""-2""",,,,,0,n,,,,,,,
"=""082184006375""","Liquor ",1,29999,n,n,"Jack daniels 10 tennessee whiskey",750ml,,n,1,1,0,n,,"=""3""",,,,,,n,,,,,,,
"=""082184006511""","Liquor ",1,8999,n,n,"Jack daniels single barrel rye",750ml,,n,1,0,0,n,,"=""-3""",,,,,0,n,,,,,,,
"=""082184006849""","Liquor ",1,3999,n,n,"Jack daniels bonded rye whiskey",750ml,,n,1,0,0,n,,"=""4""",,,,,0,n,,,,,,,
"=""082184007037""","Liquor ",1,3699,n,n,"Jack Daniels McLXJD 2024 edition ￼￼",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082184007198""","Liquor ",1,1799,n,n,"Jack dan winter jack 750ml",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082184007242""","Liquor ",1,29999,n,n,"Jack daniels 10",750ml,,n,1,0,0,n,,"=""2""",,,,,0,n,,,,,,,
"=""082184007266""","Liquor ",1,89999,n,n,"Jack daniels 14 limited release",750ml,,n,1,0,0,n,,"=""1""",,,,,0,n,,,,,,,
"=""082184007631""","Liquor ",1,50000,n,n,"Jack saniels single barrel",750ml,,n,1,0,0,n,,"=""1""",,,,,0,n,,,,,,,
"=""082184008607""","Liquor ",1,19999,n,n,"Jack daniels single barrel",750ml,,n,1,0,0,n,,"=""-1""",,,,,0,n,,,,,,,
"=""082184008737""","Liquor ",1,2299,n,n,"Jack daniels blackberry liquer",750ml,,n,1,0,0,n,,"=""3""",,,,,0,n,,,,,,,
"=""082184008768""","Liquor ",1,249,n,n,"Jack daniels blackberry",50ml,,n,1,0,0,n,,"=""-44""",,,,,0,n,,,,,,,
"=""082184009017""","Liquor ",1,29999,n,n,"Jack daniels 10 years old whuskey",750ml,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082184009222""","Liquor ",1,80000,n,n,"King of kentuckey batch no 1",750ml,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082184009239""","Liquor ",1,80000,n,n,"King of kentuckey batch no 2",750ml,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082184009246""","Liquor ",1,80000,n,n,"King of kentucky",750ml,,n,1,0,0,n,,"=""1""",,,,,0,n,,,,,,,
"=""082184035016""","Liquor ",1,899,n,n,"Gentleman jack",200ml,,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082184038147""",Beer,1,259,n,n,"Jack daniels lemonade",16floz,,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082184038710""","Liquor ",1,1599,n,n,"Gentleman jack",375ml,,n,1,1,0,n,,"=""-71""",,,,,,n,,,,,,,
"=""082184038727""","Liquor ",1,2999,n,n,"Gentleman Jack","750 ml",,n,1,1,0,n,,"=""-44""",,,,,,n,,,,,,,
"=""082184038734""","Liquor ",1,4399,n,n,"Gentleman Jack",1L,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082184038741""","Liquor ",1,5299,n,n,"Gentleman Jack",1.75L,,n,1,1,0,n,,"=""-21""",,,,,0,n,,,,,,,
"=""082184055533""","Liquor ",1,24900,n,n,"JACK DANIELS SINATRA",750ml,,n,1,1,0,n,,"=""-2""",,,,,0,n,,,,,,,
"=""082184056110""","Liquor ",1,1799,n,n,"Jack Daniels Tenn winter jack cided",750ml,,n,1,1,0,n,,"=""-20""",,,,,0,n,,,,,,,
"=""082184080504""",Beer,1,399,n,n,"Jack daniels downhome punch ",23.5floz,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082184081839""","Liquor ",1,399,n,n,"Jack Daniel's Tennesse Whiskey",100ml,,n,1,1,0,n,,"=""-35""",,,,,,n,,,,,,,
"=""082184087008""","Liquor ",1,4699,n,n,"Jack Daniels",750ml,,n,1,1,0,n,,"=""-17""",,,,,,n,,,,,,,
"=""082184090428""","Liquor ",1,4899,n,n,"Jack Daniel's Whiskey","1.75 L",,n,1,1,0,n,,"=""-76""",,,,,,n,,,,,,,
"=""082184090442""","Liquor ",1,3799,n,n,"Jack Daniel's Whiskey",1L,,n,1,1,0,n,,"=""1""",,,,,0,n,,,,,,,
"=""082184090466""","Liquor ",1,2299,n,n,"Jack Daniel's Whiskey",750ml,,n,1,1,0,n,,"=""-1130""",,,,,,n,,,,,,,
"=""082184090503""","Liquor ",1,1399,n,n,"Jack Daniel's Tennesse Whiskey",375ml,,n,1,1,0,n,,"=""-883""",,,,,,n,,,,,,,
"=""082184090510""","Liquor ",1,1399,n,n,Jackdaniel,"=""1""",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082184090527""","Liquor ",1,699,n,n,"Jack Daniel's Tennesse Whiskey",200ml,,n,1,1,0,n,,"=""-1805""",,,,,,n,,,,,,,
"=""082184138700""","Liquor ",1,349,n,n,"GENTELMAN JD 50 ML",,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082184202784""","Liquor ",1,1699,n,n,"JACK GIFT PK",,,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082184203088""",Beer,1,999,n,n,"JACK DANIELS SOUTHERN PEACH","6 PACK",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082184204160""",Beer,1,899,n,n,Citrus,4pk,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082184204764""","Liquor ",1,1499,n,n,"JACK DANIELS COLA 4 PACK","4 PACK",,n,1,1,0,n,,"=""-41""",,,,,0,n,,,,,,,
"=""082184204771""","Liquor ",1,1299,n,n,"JACK DANIELS HONEY 4 PACK","4 PACK",,n,1,1,0,n,,"=""-14""",,,,,0,n,,,,,,,
"=""082184205495""","Liquor ",1,3099,n,n,"gentleman jack whiskey",750ml,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082184205600""","Liquor ",1,1499,n,n,"Jack daniels apple",4pk,,n,1,0,0,n,,"=""-11""",,,,,0,n,,,,,,,
"=""082184206874""","Liquor ",1,1799,n,n,"Jack danielWith coca cola",355ml,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082184207215""","Liquor ",1,1299,n,n,"Jacj danial ginger ale whiskey",4ok,,n,1,0,0,n,,"=""4""",,,,,0,n,,,,,,,
"=""082184208137""",Beer,1,1299,n,n,"Jack daniels cherry can","4pk 12oz",,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082184208267""",Beer,1,1799,n,n,"Jack daniel coca cola 6pk flavors pack",12oz,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082184226018""",Beer,1,999,n,n,"Jack Daniel's Downhome Punch","6 Pack",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082184226025""",Beer,1,999,n,n,"Jack Daniel's Lynchburg Lemonade","6 Pack",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082184226032""",Beer,1,999,n,n,"Jack Daniels Watermelon Punch","6/12 oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082184226049""",Beer,1,999,n,n,"Jack Daniel's Berry Punch","6 Pack",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082184226056""",Beer,1,999,n,n,"Jack Daniel's Black Jack Cola","6 Pack",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082184787182""","Liquor ",1,699,n,n,"Jack Daniels Single Barrel, 50 ml",50ml,,n,1,1,0,n,,"=""-92""",,,,,,n,,,,,,,
"=""082242010412""",Wine,1,499,n,n,"Bota Box:Cabernet Sauvignon","500.00 ML",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082242010450""","Liquor ",1,2199,n,n,"Bota Box:Cabernet Sauvignon","3.00 LT",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082242010832""",Wine,1,499,n,n,"Bota Mini Redvolution","=""750""",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082242011013""",Wine,1,499,n,n,"Bota Box:Chardonnay","500.00 ML",,n,1,1,0,n,,"=""-2""",,,,,0,n,,,,,,,
"=""082242011051""",Wine,1,2199,n,n,"Bota Box:Chardonnay","3.00 LT",,n,1,1,0,n,,"=""-5""",,,,,,n,,,,,,,
"=""082242012362""",Wine,1,2199,n,n,"bota box pino noir","750 ML",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082242013253""",Wine,1,2199,n,n,"Bota Box:Pinot Grigio","3.00 LT",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082242013314""",Wine,1,499,n,n,"Bota Box:Pinot Grigio","500.00 ML",,n,1,1,0,n,,"=""10""",,,,,0,n,,,,,,,
"=""082242013840""",Wine,1,1099,n,n,"Gnarly Head Red Wine Blend","750 ml",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082242013956""",Wine,1,2199,n,n,"Bota Box:Riesling","3.00 LT",,n,1,1,0,n,,"=""-2""",,,,,,n,,,,,,,
"=""082242014373""",Wine,1,2199,n,n,"Bota box",,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082242015684""",Wine,1,1599,n,n,"1924 cabernet sauvignon",750ml,,n,1,0,0,n,,"=""10""",,,,,0,n,,,,,,,
"=""082242016056""",Wine,1,0,n,n,"Delicato Bota Redvolution 3L",3liters,,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082242016063""",Wine,1,2199,n,n,"Nighthawk black cabernet sauvignon","3 liter ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082242016421""",Wine,1,1199,n,n,"1924 Chardonnay",750ml,,n,1,1,0,n,,"=""2""",,,,,,n,,,,,,,
"=""082242016575""",Wine,1,499,n,n,"Nighthawk cabernet sauvignon",500ml,,n,1,0,0,n,,"=""4""",,,,,0,n,,,,,,,
"=""082242016773""",Wine,1,2199,n,n,"Bota box dry rose",,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082242016780""",Wine,1,2199,n,n,"Bota box breeze pinot grigio","3 liter ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082242016797""",Wine,1,2199,n,n,"Bota box breeze ","3 liters",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082242016827""",Wine,1,2199,n,n,"Bota box breeze sauvignon blanc","3 liter ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082242017053""",Wine,1,1199,n,n,"Stoneeleigh 
Sauvignon Blanc",750ml,,n,1,1,0,n,,"=""1""",,,,,,n,,,,,,,
"=""082242017268""",Wine,1,1599,n,n,"Coppola prosecco",750ml,,n,1,0,0,n,,"=""11""",,,,,0,n,,,,,,,
"=""082242017374""",Wine,1,2199,n,n,"Nighthawk black red wine blend","3 liter ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082242017633""",Wine,1,2199,n,n,"Bota box breeze chardonnay ","3 liter ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082242017985""",Wine,1,499,n,n,"Bota box breeze",500ml,,n,1,0,0,n,,"=""10""",,,,,0,n,,,,,,,
"=""082242018357""",Wine,1,499,n,n,"Bota box breeze",500ml,,n,1,0,0,n,,"=""-1""",,,,,0,n,,,,,,,
"=""082242019156""",Wine,1,0,n,n,"Bota Box:Shiraz","3.00 LT",,n,1,1,0,n,,"=""3""",,,,,0,n,,,,,,,
"=""082242290432""",Wine,1,1099,n,n,"Gnarly Head Cabernet Sauvignon","750.00 ML",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082242293433""",Wine,1,1099,n,n,"GNARLY HEAD pinot noir",750ML,,n,1,1,0,n,,"=""5""",,,,,,n,,,,,,,
"=""082301175021""","Liquor ",1,2199,n,n,"Don Q Cristal Puerto Rican Rum",1.75L,,n,1,1,0,n,,"=""5""",,,,,,n,,,,,,,
"=""082301375902""","Liquor ",1,699,n,n,"Don Q Coco Rum 375Ml",375Ml,,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""082301750020""","Liquor ",1,1499,n,n,"Don Q Cristal rum","750 ml",,n,1,1,0,n,,"=""9""",,,,,,n,,,,,,,
"=""082301750563""","Liquor ",1,1499,n,n,"Don Q Limon Puerto Rico",750ml,,n,1,1,0,n,,"=""6""",,,,,0,n,,,,,,,
"=""082301750709""","Liquor ",1,1499,n,n,"Don Q pineapple rum",750ml,,n,1,1,0,n,,"=""6""",,,,,0,n,,,,,,,
"=""082301750907""","Liquor ",1,1499,n,n,"Don Q Coco Puerto Rican Rum",750ml,,n,1,1,0,n,,"=""-1""",,,,,0,n,,,,,,,
"=""082301751515""","Liquor ",1,2399,n,n,"Don Q 151 rum","750 ml",,n,1,1,0,n,,"=""10""",,,,,0,n,,,,,,,
"=""082422489304""","Liquor ",1,599,n,n,"PRESIDENTE brandy","1/2 PINT",,n,1,1,0,n,,"=""-5""",,,,,,n,,,,,,,
"=""082422489335""","Liquor ",1,1699,n,n,"Presidente Brandy",750ml,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082422489342""","Liquor ",1,1999,n,n,"Presidente Imported Casa Pedro Domecg",1L,,n,1,1,0,n,,"=""1""",,,,,,n,,,,,,,
"=""082422499723""","Liquor ",1,2299,n,n,"don pedro brandy 750ml","750 ml",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082481966266""",Sundries,1,399,n,n,"Grabba twisted green leaf",0.5oz,,n,1,0,0,n,,"=""8""",,,,,0,n,,,,,,,
"=""082488123006""",Beer,1,1999,n,n,"Becks 12-Pack 12 FL OZ Bottle","144.00 FL OZ",,n,1,1,0,n,,"=""-2""",,,,,,n,,,,,,,
"=""082488123457""",Beer,1,999,n,n,"Becks 6-Pack","72.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082488127004""",Beer,1,999,n,n,"Haake Beck N-A 6-Pack 12 FL OZ Bottle","72.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082734001102""",Wine,1,999,n,n,"Concha y Toro Casillero del Diablo:Sauvignon Blanc","750.00 ML",,n,1,1,0,n,,"=""7""",,,,,0,n,,,,,,,
"=""082734561415""",Wine,1,1099,n,n,"Casillero del diablo devils red",750ml,,n,1,0,0,n,,"=""1""",,,,,0,n,,,,,,,
"=""082734598251""",Wine,1,1999,n,n,Casillero,750ml,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""082734620044""",Wine,1,1499,n,n,"Natura:Cabernet Sauvignon","750.00 ML",,n,1,1,0,n,,"=""16""",,,,,,n,,,,,,,
